PlantID,DESCRIPTION,Country,Genotype,Species,POT_BARCODE,Subpop,Varietal_Group,ExperimentID,PlantCreatedOn..Day.Month.Year.,CreatedOn..Day.Month.Year.,Jday,PlantAge,SideAverageCenterOfMassDistance,SideAverageCenterOfMassX,SideAverageCenterOfMassY,SideAverageConvexHull,SideAverageHeight,SideAverageHue,SideAverageRoundness,SideAverageSaturation,SideAverageSurface,SideAverageValue,TopAverageHue,TopAverageSaturation,TopAverageValue,TopCenterOfMassDistance,TopCenterOfMassX,TopCenterOfMassY,TopConvexHull,TopPlantSurface,TopRoundness,TopSurface
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,5/8/20,20129,15,1251,486,642,5667,486,174,43,9,1750,51,31,1,96,565,287,635,47310,6343,23,6343
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,5/11/20,20132,18,1260,487,621,14020,517,158,31,10,3211,50,59,49,39,525,592,674,2218,1059,56,1059
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,5/13/20,20134,20,1273,486,590,23482,644,159,17,10,5531,50,58,47,42,545,577,655,9044,1877,40,1877
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,5/15/20,20136,22,1286,486,561,53780,677,152,13,12,8673,49,67,51,41,529,531,671,37212,4113,28,4113
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,5/18/20,20139,25,1296,486,538,89070,706,142,13,13,16175,48,68,51,41,525,522,675,115778,10531,13,10531
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,5/20/20,20141,27,1302,484,524,119127,745,143,11,14,23509,47,71,52,42,535,501,665,171418,20262,8,20262
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,5/22/20,20143,29,1309,484,507,165311,769,143,14,15,34398,45,73,50,42,548,487,651,253082,33330,7,33330
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,5/27/20,20148,34,1324,484,474,273510,877,139,17,18,65692,42,77,49,41,557,505,642,375380,67373,8,67373
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,5/29/20,20150,36,1328,483,465,322506,897,135,18,20,83405,41,78,48,40,572,509,627,450822,95655,6,95655
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,6/1/20,20153,39,1331,482,457,384966,909,129,16,20,100766,40,75,47,41,586,521,614,602908,122398,5,122398
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,6/3/20,20155,41,1333,482,453,403059,924,124,16,21,107990,41,74,48,42,584,529,616,614314,129896,5,129896
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,6/5/20,20157,43,1333.56567745613,483.38416155204,451.942007865656,429097.324382062,950.20886843928,122.225656025698,13.7360159915416,20.2724552150161,115376.126860721,40.9032258064516,78.6907862665925,45.6564010317656,40.4140927826137,574.753764270724,525.54299566432,624.264232003526,638118.946542416,124910.151705254,3.87027923257296,124910.151705254
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,6/8/20,20160,46,1335.45172525091,483.630641948323,446.47580137215,451819.887764469,1020.33169187871,119.737505697584,13.2558238927571,20.7366193642069,117817.136672021,41.158028830345,78.0617469583383,45.8079190246441,39.86565910116,570.221696818032,531.485032544736,628.928044842614,609999.108801242,129141.686950382,4.19316589063796,129141.686950382
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,6/10/20,20162,48,1336.02990662672,484.402968932581,445.192381802757,437847.438076864,1031.92544284984,122.183723975626,10.402090403725,20.614287869913,117261.739420145,41.3015997618282,76.0721578749663,47.1109609183384,39.5915859490008,583.020977456154,509.812802080304,617.194177106779,566908.912572202,109332.147797267,3.66778893678295,109332.147797267
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,6/12/20,20164,50,1337.19241919896,483.342999841057,442.310930740399,430814.908852894,1046.93822979676,121.099070853587,9.78444958601071,20.7435924573252,119086.870006587,42.0855545845599,75.4727484485772,46.7186542420941,39.1559755899535,575.54802940363,524.997045679394,623.564773076306,535280.429007129,99146.9455549708,4.89117327610125,99146.9455549708
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,6/15/20,20167,53,1337.64071980337,482.471982703905,441.847908132191,426791.53954046,1044.05297943626,121.473646628597,9.44751981091819,20.7674125155458,117951.816002383,42.1630333555076,76.6182673104746,46.1430358325987,38.4108219492829,577.774931681842,537.359321333887,622.444427911901,512134.838754048,100255.95361146,4.40247801746872,100255.95361146
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,6/17/20,20169,55,1337.58417809702,484.632365340685,442.068643297452,425281.692942213,1040.99604884954,118.407332299305,10.215068109345,21.6115165308825,117105.658509183,41.5033771688309,73.6795063103147,47.3352953789474,39.28923313418,572.329739438119,547.636401179671,626.704457457881,521721.776385635,108252.232352165,5.19222997791005,108252.232352165
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,6/19/20,20171,57,1337.00374741232,483.60696436844,442.560178968085,406588.747067735,1031.69826242366,116.869100483034,10.7280287517222,21.807262263237,115670.579930646,42.2312925731383,73.9786904952395,47.5245072237674,39.0591799064701,566.716829003055,536.563839968562,632.250547776058,529132.65924788,113424.600543575,3.983070301877,113424.600543575
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,6/22/20,20174,60,1336.56213023742,483.79942394891,444.567360199015,397130.01504567,1033.2793884369,115.417647252135,10.8141498331776,21.5340673279559,114099.738085864,41.8299671670587,73.8773815408006,47.858567250098,40.3621321846819,562.633011335197,537.630441955625,636.198248888932,501910.603406367,108797.521215456,5.24611838696866,108797.521215456
200418,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200418,aromatic,JAPONICA,203,3/12/20,6/24/20,20176,62,1335.87357514882,484.705833837407,445.418104686892,388286.415337561,1033.80716567986,114.235252639087,10.7292105468582,22.4151044631094,112546.691780375,41.7849176326858,73.7153651621407,48.4360423790833,38.9253167079878,577.41959650421,537.513823773148,621.80176552872,475161.332713875,106446.09127271,5.6837553206233,106446.09127271
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,5/8/20,20129,15,1245,486,655,7127,443,155,47,10,1809,48,54,53,51,559,484,640,2812,748,98,748
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,5/11/20,20132,18,1253,487,637,15470,485,147,30,11,3611,47,57,54,47,541,501,659,12403,2189,38,2189
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,5/13/20,20134,20,1262,486,615,31824,599,149,20,12,6253,46,57,53,46,550,501,650,24779,3819,23,3819
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,5/15/20,20136,22,1268,486,602,54407,609,140,18,14,10395,45,64,53,43,548,504,652,41741,7310,19,7310
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,5/18/20,20139,25,1275,486,585,84405,684,135,22,16,18763,43,69,51,41,542,496,658,94231,13541,13,13541
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,5/20/20,20141,27,1281,485,572,117209,736,135,19,18,26415,41,73,50,39,549,498,650,157060,25601,13,25601
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,5/22/20,20143,29,1287,485,559,145785,730,132,19,20,37424,39,76,50,38,544,499,656,195206,40138,15,40138
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,5/27/20,20148,34,1294,484,542,192696,767,131,20,24,64567,36,81,50,36,548,494,651,323336,77642,11,77642
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,5/29/20,20150,36,1299,484,532,229753,795,126,21,26,78921,34,80,50,36,547,493,653,349599,94638,9,94638
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,6/1/20,20153,39,1305,485,518,244457,783,118,21,28,93411,33,80,50,36,544,490,656,355348,111274,12,111274
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,6/3/20,20155,41,1308,484,511,245122,788,113,21,29,98215,33,78,51,37,541,490,659,360547,114015,10,114015
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,6/5/20,20157,43,1307.8033336117,481.747825514297,510.642296439646,235787.541609989,789.89327566687,114.548652833609,22.1167709641203,29.4295899904151,92089.6553805298,32.9032258064516,79.7138070590573,47.2912442302389,35.4393363625616,541.198386277985,491.511994867093,659.015170144486,385104.555946107,120004.729830369,9.27144343931323,120004.729830369
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,6/8/20,20160,46,1308.34702755205,481.120661868721,509.526256157666,235675.416561944,798.480023111284,115.154759230085,21.3866773281102,30.1396810567484,91080.1502162526,32.6314701052394,78.0617469583383,48.8144175623535,34.9165510112032,532.564550721348,489.050625246442,667.90370623756,345157.149288683,122004.772392288,10.6729562753669,122004.772392288
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,6/10/20,20162,48,1308.12247535784,481.522018650212,510.093633653879,231808.359786061,798.792716190401,116.452712508127,21.8933733105319,30.3868193850204,91209.4897214168,32.5716234163439,77.6412355218674,47.1109609183384,34.8738143564557,543.267856568509,497.73526568656,656.884502472127,349624.545547364,117703.42099657,9.61488272520616,117703.42099657
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,6/12/20,20164,50,1308.41740169085,482.434751072868,509.732315046924,229501.556092401,803.447149618528,116.751889375941,20.9915414358339,30.0056209723154,91091.9553615283,32.3334017249917,79.7995994110297,45.2692930213612,33.5526190862813,535.615314191442,499.066952663087,664.641225527938,346174.590599244,113417.94293084,9.99523603677255,113417.94293084
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,6/15/20,20167,53,1307.71331964018,483.488006016033,511.318805147848,229711.268284655,798.108714933342,117.126945277023,21.1247602993795,29.8288838430255,91026.0077638495,32.2767674964817,79.6738482021604,46.1430358325987,33.7496723282695,536.574512621242,494.97122968027,663.596757103874,349516.21231033,114456.888345302,10.7726885160173,114456.888345302
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,6/17/20,20169,55,1307.82675910188,482.396297363186,510.2535469704,227842.768308358,797.211953972183,118.407332299305,21.0873006897474,28.7450419916307,91405.9041203105,32.2368273325139,79.7849020470135,44.5995291090526,33.7333895612759,539.419759999008,495.494286323568,660.999153350685,331973.998181116,112253.021491099,12.5675892361981,112253.021491099
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,6/19/20,20171,57,1309.14763403794,482.532792057381,507.919943934748,228087.173403627,800.420278605422,120.049679333294,22.4534881426971,28.3469163692711,91581.4579167002,32.5464239370687,81.1708366725677,44.8723742260249,33.283189171928,533.912458130093,498.605301273884,666.426592812177,340488.472347844,116027.518888349,12.2129010033255,116027.518888349
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,6/22/20,20174,60,1309.61113968568,482.61394778783,506.57954150309,224804.983573261,800.806552555076,118.994523460843,21.9579312516898,27.70733686796,91294.9432835627,32.950908944518,83.0887316982078,43.325589495471,34.4707384464081,535.738203728034,499.023272063818,664.715060320718,328169.757536041,113581.638917528,13.8170457559936,113581.638917528
200419,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200419,aus,INDICA,203,3/12/20,6/24/20,20176,62,1310.96033896055,482.225787947698,503.496032958522,231410.23788814,814.654996347247,118.078590794744,21.596653505597,28.160761997302,93178.6678881892,33.1338012401315,83.3029190426328,43.5542655337699,35.3608465047035,536.460322373087,491.993678559215,664.195323048414,325209.224221426,116474.797861866,11.7985531864344,116474.797861866
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,5/8/20,20129,15,1251,487,641,11850,460,140,40,10,1817,51,55,55,54,565,456,635,4088,1188,54,1188
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,5/11/20,20132,18,1261,486,620,22391,536,136,21,10,4017,51,57,56,52,569,469,631,9377,1922,42,1922
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,5/13/20,20134,20,1266,487,606,40559,545,143,14,10,6107,51,63,55,51,574,462,625,48913,5042,18,5042
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,5/15/20,20136,22,1273,486,592,59077,597,136,14,12,9975,51,65,57,50,558,451,642,64520,7988,13,7988
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,5/18/20,20139,25,1284,485,565,108151,790,130,14,14,17918,49,66,55,48,558,458,642,102064,14777,9,14777
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,5/20/20,20141,27,1291,484,549,141834,811,126,13,16,25421,48,69,53,47,554,465,646,153607,23732,10,23732
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,5/22/20,20143,29,1294,485,543,158776,754,123,16,19,35283,46,70,56,47,552,464,647,235401,36837,12,36837
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,5/27/20,20148,34,1305,483,517,255053,908,124,15,21,66104,43,74,52,43,555,460,644,359348,70798,6,70798
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,5/29/20,20150,36,1311,482,504,309696,936,120,15,23,85482,41,75,51,42,564,470,636,474600,99102,6,99102
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,6/1/20,20153,39,1314,483,496,344796,897,118,14,24,100481,40,75,51,42,567,475,633,504307,119400,6,119400
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,6/3/20,20155,41,1319,483,485,340411,907,114,14,24,105402,39,74,50,42,566,476,634,502192,123243,6,123243
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,6/5/20,20157,43,1318.84433811646,483.38416155204,484.849745399559,332374.250742704,886.273483226474,113.013252195191,12.5387652811732,23.3248334734824,104903.024395171,38.9032258064516,76.6447446816629,48.9260874287122,42.072344922631,558.705540013327,494.129764159187,640.191745318133,554880.04029912,124249.651551329,4.23035684635564,124249.651551329
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,6/8/20,20160,46,1318.2854167083,483.630641948323,485.882335613098,332113.802708384,878.384225845315,113.627177074253,12.6750486473747,23.5575378719694,102677.707656219,38.3158425886432,75.8900583753159,50.3176668312082,39.86565910116,560.083234407386,500.756668639075,639.032845945008,506451.663756554,119032.955704887,4.53420748983422,119032.955704887
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,6/10/20,20162,48,1317.86792754698,483.442652171791,487.890573810074,309760.035047374,866.204588959395,113.587206774377,14.7797219872705,24.1679356935884,99978.5178173136,37.4216102749463,76.8566966984169,48.5397932083033,39.5915859490008,556.975829288387,484.315780804622,641.829551471478,493881.693297248,112119.376749684,4.71727607591646,112119.376749684
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,6/12/20,20164,50,1317.43643702922,482.434751072868,488.090883047298,306214.546066673,867.375309665321,113.853768390843,14.0538179097529,24.4484038633213,98906.0193055607,37.6527578302107,77.2034888335582,49.6173766835597,37.7551364640354,549.876998195795,499.066952663087,650.476931579099,451214.978143858,109244.09184647,5.91198582823551,109244.09184647
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,6/15/20,20167,53,1316.98659856398,482.471982703905,489.251579036992,306070.928213307,863.884506602726,114.229144375974,14.4520514488302,24.3920010465376,98277.6849275505,37.6692761468595,75.8543720875532,50.2431372426717,36.8571054089451,559.59827621393,497.620485408621,639.389504638008,454944.215866776,112244.226739262,6.1398081534365,112244.226739262
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,6/17/20,20169,55,1317.17909078607,483.514331351935,488.894420518633,308023.826135492,861.060169297206,115.31735859963,14.0203495124858,24.286588578663,98377.7220131749,37.7967572343041,76.2961044831856,48.7031785138947,39.28923313418,566.844742864934,503.315603551983,632.191608800729,464889.439769195,115432.723120634,7.11623674094171,115432.723120634
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,6/19/20,20171,57,1316.86163466469,482.532792057381,489.718490399728,310493.816674242,863.850949272871,115.278811057904,14.2966468272363,24.6099711658231,98498.2206847435,37.3888582551035,75.7767270395715,47.5245072237674,39.0591799064701,565.290552008578,503.840961783494,633.674549652563,486626.962823949,115765.148875552,6.04052797723912,115765.148875552
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,6/22/20,20174,60,1315.60024869718,482.61394778783,492.523447074166,315426.885006002,868.075288044285,113.629209147781,13.346827428294,24.620702097958,98809.6225738161,37.8837190681517,76.6407865880227,46.3475746652223,38.398334271924,567.67578776154,497.736366400758,631.165870400969,539906.754287084,129210.477922771,5.57576943962346,129210.477922771
200420,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200420,aus,INDICA,203,3/12/20,6/24/20,20176,62,1314.89400783238,483.465810892553,494.237232799276,321486.068914034,868.44689245616,114.235252639087,13.3166969656055,24.7133674767864,99681.836619163,36.9787418590445,76.9112164556381,48.4360423790833,38.9253167079878,565.473141549299,493.332506359625,633.671961634234,543785.266325941,133373.258720375,5.00433333553318,133373.258720375
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,5/8/20,20129,15,1268,486,603,31460,611,201,12,9,3977,54,56,43,51,594,525,605,14762,1759,32,1759
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,5/11/20,20132,18,1267,486,604,57874,567,178,11,10,8318,51,62,43,44,569,574,631,69340,5952,11,5952
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,5/13/20,20134,20,1277,485,581,80528,595,179,12,10,14073,50,70,44,44,577,545,622,130907,11863,7,11863
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,5/15/20,20136,22,1283,483,568,119631,676,171,11,11,22359,49,75,46,40,579,525,620,186928,21079,6,21079
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,5/18/20,20139,25,1290,483,552,157228,688,168,18,12,38138,46,75,44,39,568,526,632,257638,37804,7,37804
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,5/20/20,20141,27,1297,483,535,193228,777,162,19,13,49085,44,76,45,38,568,512,632,294668,54487,7,54487
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,5/22/20,20143,29,1301,484,526,228809,774,156,19,15,65136,42,77,44,38,554,516,646,390633,77568,6,77568
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,5/27/20,20148,34,1305,483,518,278318,796,148,19,16,89337,39,79,42,36,558,523,641,456407,108829,6,108829
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,5/29/20,20150,36,1308,483,509,308335,827,146,17,18,101093,37,79,42,36,561,515,639,462825,129596,6,129596
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,6/1/20,20153,39,1310,483,506,297743,811,144,16,18,107957,36,76,41,36,564,515,636,479516,138458,6,138458
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,6/3/20,20155,41,1312,483,502,290657,811,138,17,19,111469,35,73,42,36,562,516,638,491988,142673,6,142673
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,6/5/20,20157,43,1311.48366844662,482.565993533168,501.748313322374,285557.87730625,801.344389436328,132.973460494623,16.1305174122784,17.2200769565497,108764.985584551,34.9032258064516,78.6907862665925,35.8473418409258,35.4393363625616,564.541257925108,515.071918495943,634.399922294639,521735.042945211,138585.324099485,5.3105896877037,138585.324099485
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,6/8/20,20160,46,1311.05749732194,482.793981921789,502.520650070387,284229.112634592,808.820566994512,139.596073723409,17.902025855816,16.0350885179361,106481.229771984,34.5262609330407,76.9759026668272,35.285174142661,34.9165510112032,560.083234407386,518.315733728024,639.032845945008,477258.380963581,133236.189941912,4.53420748983422,133236.189941912
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,6/10/20,20162,48,1310.78032595488,483.442652171791,503.261922932708,277815.583116503,814.709408371969,139.376758378123,18.0629456749296,16.1722280903187,104164.600665324,33.5416207880644,79.9948519922191,34.2514703086543,34.8738143564557,555.605032016399,527.258132426823,643.198183380628,465812.749838343,134673.643018976,4.71727607591646,134673.643018976
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,6/12/20,20164,50,1310.99426893039,482.434751072868,503.073412893193,279088.894597499,819.429189630226,141.38591774927,19.9241993548983,16.11257819983,102791.235197726,33.2199610758616,78.0688590260487,33.6744032554986,34.9534582121994,559.860176998842,522.404036377764,639.145496420028,472868.767261115,135274.827800716,4.38076700003412,135274.827800716
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,6/15/20,20167,53,1310.66390838866,483.488006016033,503.963063110896,282619.342013627,828.613429910448,143.207153386467,19.4565830867422,15.3305297190579,101359.767624193,33.1755189382114,77.3821625333961,32.4760311323553,33.7496723282695,553.539391057959,521.463786963781,645.441317754475,461616.635150207,128587.867735627,4.69203304013002,128587.867735627
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,6/17/20,20169,55,1311.22760698704,483.514331351935,502.860003198634,283858.001594756,833.973047644166,141.582135046866,17.8256309156267,15.3696817527277,100155.401249611,33.1634823161456,77.1683038741426,33.6564640294738,33.7333895612759,565.473493721638,518.958238008814,633.563396636442,461469.55705605,122393.183902923,5.19222997791005,122393.183902923
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,6/19/20,20171,57,1310.86185639944,483.60696436844,503.783249949516,283327.561820898,841.406250421312,139.13315243485,17.8652649027504,16.2018444580649,99201.6923320695,33.5149108006757,78.4737818560696,34.2638422350549,35.2085194167753,562.437998019625,511.694452547911,636.522553405573,479870.182178798,134497.328700067,5.45268292713566,134497.328700067
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,6/22/20,20174,60,1310.0389331865,482.61394778783,504.925883334981,284757.876028996,845.32262751117,138.667342608734,16.3860405424337,16.3896760446191,98331.8223483806,33.9374709692447,79.4041916352449,34.2596339862169,34.4707384464081,564.313936810644,519.613762672782,634.520789392944,475284.059271415,129132.049763721,5.90542049227827,129132.049763721
200421,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200421,aus,INDICA,203,3/12/20,6/24/20,20176,62,1309.21204168418,483.465810892553,507.704578485451,283485.260056311,845.53552929866,137.295281573028,16.4216806681023,16.6694469289167,96504.0036657617,34.0950363948597,78.5091421023867,35.4179707915809,35.3608465047035,563.766505127169,521.44789016823,635.367703935022,464333.256895333,127991.435462065,8.40144326098379,127991.435462065
200422,NSFTV76_IND_India_Jaya,India,Jaya,Rice,200422,indica,INDICA,203,3/12/20,5/8/20,20129,15,1251,486,642,14710,472,181,30,10,2300,49,55,51,47,536,539,664,2925,1218,54,1218
200422,NSFTV76_IND_India_Jaya,India,Jaya,Rice,200422,indica,INDICA,203,3/12/20,5/11/20,20132,18,1258,486,625,28798,568,166,19,10,5317,48,57,50,46,563,511,637,18718,2886,27,2886
200422,NSFTV76_IND_India_Jaya,India,Jaya,Rice,200422,indica,INDICA,203,3/12/20,5/13/20,20134,20,1264,486,612,47089,612,171,13,10,8932,49,64,49,42,569,500,631,35451,5728,18,5728
200422,NSFTV76_IND_India_Jaya,India,Jaya,Rice,200422,indica,INDICA,203,3/12/20,5/15/20,20136,22,1271,485,595,66736,616,156,13,12,14530,46,70,50,39,561,504,639,77982,10471,14,10471
