PlantID,DESCRIPTION,Country,Genotype,Species,POT_BARCODE,Subpop,Varietal_Group,ExperimentID,PlantCreatedOn..Day.Month.Year.,CreatedOn..Day.Month.Year.,Jday,PlantAge,SideAverageCenterOfMassDistance,SideAverageCenterOfMassX,SideAverageCenterOfMassY,SideAverageConvexHull,SideAverageHeight,SideAverageHue,SideAverageRoundness,SideAverageSaturation,SideAverageSurface,SideAverageValue,TopAverageHue,TopAverageSaturation,TopAverageValue,TopCenterOfMassDistance,TopCenterOfMassX,TopCenterOfMassY,TopConvexHull,TopPlantSurface,TopRoundness,TopSurface
200433,NSFTV628_TRJ_United States_Jefferson,United States,Jefferson,Rice,200433,tropical japonica,JAPONICA,203,3/12/20,6/19/20,20171,57,1309.57618962832,481.458619746322,506.265266340656,281517.062384543,863.850949272871,137.54286300972,13.2770416628037,21.807262263237,82726.4288575351,35.4518845278896,79.3728001282357,43.5463077271537,39.0591799064701,596.668645887064,509.076622293105,603.770510245959,316553.486364337,65751.1899015691,6.33445050229086,65751.1899015691
200433,NSFTV628_TRJ_United States_Jefferson,United States,Jefferson,Rice,200433,tropical japonica,JAPONICA,203,3/12/20,6/22/20,20174,60,1310.0389331865,482.61394778783,505.752712419035,286723.860607194,860.161319163201,138.667342608734,12.3337563902475,22.5629455846232,83337.0280395011,35.9105950186982,80.3253266509856,43.325589495471,38.398334271924,576.080415138778,484.867309770155,622.778572921032,386407.317046435,72055.2809100011,6.89437365024268,72055.2809100011
200433,NSFTV628_TRJ_United States_Jefferson,United States,Jefferson,Rice,200433,tropical japonica,JAPONICA,203,3/12/20,6/24/20,20176,62,1310.52326464145,482.225787947698,504.337742063907,288722.720303306,861.473868886486,139.216950650856,13.3166969656055,21.2659729562709,82949.7985711784,35.056271549588,83.3029190426328,41.9270065853321,38.9253167079878,579.12623292634,482.621883956346,620.106023227932,405474.792121405,75124.7566797844,6.02346631316836,75124.7566797844
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,5/8/20,20129,15,1254,486,635,4809,502,179,49,8,1366,51,0,0,0,0,0,0,0,0,0,0
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,5/11/20,20132,18,1261,485,617,14223,523,164,26,9,2840,50,61,52,44,572,446,628,5141,1198,48,1198
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,5/13/20,20134,20,1272,486,594,20967,600,166,20,9,5036,51,59,48,45,559,441,641,6308,1690,38,1690
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,5/15/20,20136,22,1282,485,570,45529,676,161,14,11,7772,50,68,50,43,563,461,637,30722,4223,22,4223
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,5/18/20,20139,25,1294,484,542,92496,689,147,12,13,14595,49,72,52,42,585,439,615,85103,9689,13,9689
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,5/20/20,20141,27,1303,485,522,125228,787,143,13,14,21199,47,74,48,42,603,449,597,145893,17344,12,17344
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,5/22/20,20143,29,1306,484,516,154220,769,141,16,15,30422,46,73,49,43,589,460,611,242325,29984,10,29984
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,5/27/20,20148,34,1320,483,482,263425,845,138,14,18,64204,43,78,49,41,583,455,617,391732,67807,8,67807
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,5/29/20,20150,36,1328,484,464,331070,953,132,13,20,81777,41,78,50,40,584,467,616,409500,86216,8,86216
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,6/1/20,20153,39,1334,483,449,417135,1009,122,15,21,102898,41,76,49,42,569,485,631,526096,113819,7,113819
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,6/3/20,20155,41,1337,483,442,429789,997,114,16,23,111301,41,73,51,44,558,485,642,579292,123497,7,123497
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,6/5/20,20157,43,1339.0861797085,485.020497589782,438.60103318975,421974.762369498,993.150545074748,113.013252195191,17.3277681226468,23.3248334734824,115461.03786855,41.9032258064516,72.5526615118037,50.5609306271855,42.072344922631,539.73945680004,495.438648805235,660.463125900359,603574.57903212,117652.704892001,4.59043446013833,117652.704892001
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,6/8/20,20160,46,1339.96917486739,483.630641948323,435.96739224123,412202.758205728,998.710554668327,112.09959491842,14.9981496289042,23.5575378719694,117527.403220739,42.1054242442456,72.6325255007824,50.3176668312082,43.1650644944646,544.151364904943,483.197603550126,656.355362120539,579846.581764126,123453.106042239,4.87524908903047,123453.106042239
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,6/10/20,20162,48,1339.57370742277,483.442652171791,436.652743401293,395382.699497796,1005.70971455079,113.587206774377,13.6853140913842,23.2795237376696,116514.904184762,42.2715971335487,73.7185414046147,49.9686254982682,42.7367670106975,540.526262024534,499.077214174753,659.621766290427,580972.279652137,122129.914440347,4.01761798316079,122129.914440347
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,6/12/20,20164,50,1339.33980856524,484.251248609245,437.316754125101,388890.717061485,998.992109761661,112.404707898295,14.5874889502206,23.5222010118222,116718.360083723,42.0855545845599,73.7420080635962,49.6173766835597,41.9576538417895,541.319987793183,505.549475917164,658.975507948402,560216.229113771,116820.053416376,3.87036072396699,116820.053416376
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,6/15/20,20167,53,1339.74828319514,483.488006016033,436.126775436784,383425.292488529,999.249179313632,112.780243925449,15.0081105197093,24.3920010465376,119016.546379593,42.1630333555076,74.3265816417103,50.2431372426717,41.5182550299585,536.574512621242,514.840647642903,663.596757103874,484805.451519121,114355.841738,4.11292299480742,114355.841738
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,6/17/20,20169,55,1340.13481401088,483.514331351935,435.496604389216,380625.42059995,1006.16974958135,113.772371749792,13.4767378834657,24.286588578663,119303.4645105,41.5033771688309,74.5517057012717,50.0710616488421,41.1411809918147,543.533507428897,492.887180580763,656.883789843549,513313.493323993,117777.920778198,4.23022659639422,117777.920778198
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,6/19/20,20171,57,1340.00363654494,483.60696436844,436.76880738876,378179.855137551,1010.22942004391,115.278811057904,14.2966468272363,23.675734864961,120175.667617713,41.2628057095314,73.9786904952395,48.8505737226387,39.0591799064701,539.617566107999,503.840961783494,660.730585306158,500074.924302162,112775.169818831,3.983070301877,112775.169818831
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,6/22/20,20174,60,1339.55668474316,482.61394778783,437.125898442526,375597.052049702,1013.49446623419,115.417647252135,13.346827428294,23.5918238412906,120212.022884653,40.843405142332,74.7985165565413,49.3695598349737,42.3259300974399,549.185607531615,487.441121096276,651.295384352818,525774.803703014,125232.277165423,4.58681628165905,125232.277165423
200434,NSFTV16_ARO_Brazil_Bico Branco,Brazil,Bico Branco,Rice,200434,aromatic,JAPONICA,203,3/12/20,6/24/20,20176,62,1339.37016970156,483.465810892553,437.842722738418,381725.08722519,1020.85726476475,114.235252639087,13.3166969656055,24.7133674767864,120521.878491342,40.8236824779576,74.5143279855151,50.0633013275211,40.70755180963,560.353232282909,496.010161960444,638.759188536598,535649.681632224,121621.956090706,3.985200357898,121621.956090706
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,5/8/20,20129,15,1251,486,642,11080,506,162,35,10,2638,47,52,47,48,575,482,625,2930,789,92,789
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,5/11/20,20132,18,1262,487,616,24247,569,149,23,12,5391,46,57,48,44,562,489,638,14470,2508,31,2508
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,5/13/20,20134,20,1269,486,601,45242,610,151,16,12,9062,45,62,48,43,559,498,640,41585,5942,19,5942
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,5/15/20,20136,22,1272,486,593,67076,612,144,15,14,14212,44,71,51,40,553,508,647,95113,11177,15,11177
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,5/18/20,20139,25,1281,486,572,115589,717,138,18,17,25178,42,73,48,39,561,507,639,153119,23234,14,23234
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,5/20/20,20141,27,1286,485,560,134588,704,138,19,18,34420,41,76,47,39,559,509,641,193454,36154,13,36154
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,5/22/20,20143,29,1291,485,550,163748,704,135,19,20,47347,38,78,50,37,555,494,644,270237,52168,17,52168
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,5/27/20,20148,34,1295,485,539,212369,761,132,19,22,67410,36,80,49,37,564,504,636,362023,84444,9,84444
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,5/29/20,20150,36,1298,484,532,221846,762,126,24,26,78875,34,80,49,36,555,510,645,365512,101358,11,101358
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,6/1/20,20153,39,1304,484,519,250354,805,123,22,25,88663,33,81,46,36,559,509,640,351373,99543,11,99543
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,6/3/20,20155,41,1302,484,523,221795,754,118,23,27,89239,33,78,49,37,557,502,642,356007,104416,11,104416
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,6/5/20,20157,43,1301.82278950496,481.747825514297,523.983271115552,221429.533059495,766.991048127954,119.154854748862,22.7153963193045,27.3946711514375,84047.6891391139,31.9032258064516,78.6907862665925,45.6564010317656,37.097588502579,548.493033667711,496.747533451282,651.775391365119,401117.601786278,112910.394335615,10.711753894444,112910.394335615
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,6/8/20,20160,46,1302.47434305063,481.957321895255,523.537468332226,231090.426032816,784.379281452337,119.737505697584,19.0635763465807,26.3784563797318,84508.7489595178,32.6314701052394,80.2334355413607,44.3046697557893,38.2159564045078,551.39312376969,502.219924063154,649.137647047401,371809.425204841,110980.584971823,9.30878987858183,110980.584971823
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,6/10/20,20162,48,1301.03487376575,481.522018650212,526.318946616659,227949.475436246,776.32209193407,119.318218241876,20.2517614667024,25.9447596054261,83551.540433393,32.5716234163439,78.425774345318,44.2532963384086,36.4464048873041,547.380248384473,499.077214174753,652.778606744678,354843.045844542,107088.943756458,11.0141989107175,107088.943756458
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,6/12/20,20164,50,1300.68679997226,481.52650230468,526.379570431251,226327.314245375,782.764509603389,119.650010361039,20.4578703953661,26.3008095663193,83279.8450962886,32.3334017249917,78.0688590260487,43.8199318006284,36.3542973381174,545.598492994489,501.659961964718,654.726219763751,355258.919062532,105147.166673881,10.2504391748061,105147.166673881
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,6/15/20,20167,53,1300.9691167865,482.471982703905,526.030289221752,221803.726536737,786.669446816927,120.024746178073,18.9005240158631,26.2042953120336,82788.7355888122,33.1755189382114,78.1460577563175,43.40963489255,35.3033888686073,548.692282933183,502.918996865323,651.493130870941,350012.864878353,104354.818553795,8.16669331206558,104354.818553795
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,6/17/20,20169,55,1300.59995734592,482.396297363186,527.505149104519,219572.725684272,782.700995943769,119.952319149142,18.3692425446468,26.9616606264436,81867.597554907,33.1634823161456,78.9127026560565,43.2316459741053,37.4372852765453,554.503500575267,505.922709294788,645.909487157851,343093.616827365,106247.812843927,10.3229146793278,106247.812843927
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,6/19/20,20171,57,1300.57652223045,482.532792057381,527.776075063861,219248.500937471,776.999723282056,118.459389908164,18.3750674849667,26.4784437675471,81767.3908489072,32.5464239370687,80.2718184004017,44.8723742260249,37.1338496616227,551.027782063812,510.385537420508,649.338570294118,345808.020746321,108509.708818713,10.4493658530151,108509.708818713
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,6/22/20,20174,60,1300.62747616844,482.61394778783,527.250268604448,215224.751236989,770.139923140878,117.206085356489,20.9448602136433,26.6784586112927,81769.9449596952,32.950908944518,80.3253266509856,44.8365820803466,36.434536359166,547.504682056167,514.466140020541,652.972843848806,337542.791164806,104508.312241185,8.87227996617151,104508.312241185
200435,NSFTV44_AUS_Bangladesh_Dhala Shaitta,Bangladesh,Dhala Shaitta,Rice,200435,aus,INDICA,203,3/12/20,6/24/20,20176,62,1301.7817782596,483.465810892553,524.53876059317,217633.873201425,762.855392686811,120.000259872572,19.5266643705991,25.862498983625,82983.9148706465,33.1338012401315,80.9060305725098,43.5542655337699,35.3608465047035,544.993504483737,512.076095565362,655.716611544475,354707.636750343,109986.696607478,10.0999982237091,109986.696607478
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,5/8/20,20129,15,1250,486,644,9508,463,142,39,10,1750,51,52,58,55,505,506,695,7126,1288,54,1288
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,5/11/20,20132,18,1259,487,622,21232,509,132,25,12,3867,51,59,57,52,492,504,708,11292,2475,37,2475
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,5/13/20,20134,20,1265,486,609,35578,535,141,15,11,5854,51,60,57,52,505,495,695,43305,5621,14,5621
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,5/15/20,20136,22,1274,486,590,56763,600,134,15,13,10028,51,62,56,50,509,503,691,75845,9206,15,9206
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,5/18/20,20139,25,1282,485,569,91901,652,130,13,15,18167,49,66,57,47,508,505,692,134598,17566,10,17566
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,5/20/20,20141,27,1287,483,558,126277,678,127,13,15,27183,49,68,54,46,503,506,697,176686,25689,7,25689
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,5/22/20,20143,29,1291,484,549,152154,665,124,14,18,37073,47,71,54,46,510,498,689,268179,41056,6,41056
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,5/27/20,20148,34,1303,484,521,229515,759,123,18,20,68618,43,74,54,43,508,489,692,413884,77828,9,77828
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,5/29/20,20150,36,1309,483,507,272766,788,119,19,23,87658,41,75,53,41,507,480,692,461900,100468,11,100468
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,6/1/20,20153,39,1312,483,501,314259,841,117,15,23,103198,39,75,51,41,513,478,686,483777,122509,8,122509
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,6/3/20,20155,41,1316,483,491,319913,860,112,15,25,109033,39,73,51,41,515,475,685,496401,128034,7,128034
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,6/5/20,20157,43,1316.54412884463,483.38416155204,490.186135269922,317164.64133284,864.325515168346,111.477851556773,15.5318920570942,24.3422928929712,106888.750244908,37.9032258064516,78.6907862665925,48.9260874287122,42.072344922631,507.643008285245,479.732033052668,690.870196773699,503581.610262464,127284.327563419,5.67066730148638,127284.327563419
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,6/8/20,20160,46,1316.93018182336,484.467301974857,490.260839417648,315976.961514177,860.52328641065,112.09959491842,15.5789248742865,24.4978440412235,106280.539698164,38.3158425886432,76.9759026668272,50.3176668312082,39.86565910116,518.081032991854,472.954815581572,680.895593369209,479165.550935711,123154.785746416,4.87524908903047,123154.785746416
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,6/10/20,20162,48,1316.98197734796,483.442652171791,489.598501490367,305353.40515617,850.287896777827,113.587206774377,14.7797219872705,24.1679356935884,105177.143432131,37.4216102749463,76.0721578749663,48.5397932083033,39.5915859490008,503.514735680864,480.289935340041,696.574827837476,458961.662238893,119218.063041219,8.21556653969481,119218.063041219
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,6/12/20,20164,50,1317.00695915596,483.342999841057,489.755608585731,299820.581210715,854.213629655687,113.853768390843,15.1211599906884,24.4484038633213,104185.51062936,37.6527578302107,76.3381186410677,49.6173766835597,39.1559755899535,507.091946182736,475.729868948411,691.553384030731,466676.24326893,118370.97905712,5.91198582823551,118370.97905712
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,6/15/20,20167,53,1316.56508588563,482.471982703905,490.068883707765,303917.822671764,858.164872544519,114.229144375974,15.0081105197093,24.3920010465376,103507.213689039,37.6692761468595,76.6182673104746,48.8764367726474,38.4108219492829,508.703640903777,475.101811717638,690.224734816328,476985.872771508,120123.271170135,5.85025313077521,120123.271170135
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,6/17/20,20169,55,1316.75398480042,483.514331351935,490.537430245692,306381.030624455,855.25578608584,113.772371749792,14.5639611415059,25.1782792612566,103020.265665372,37.7967572343041,76.2961044831856,48.7031785138947,39.28923313418,506.509780559898,481.155204738139,692.550273572066,477794.711461154,120115.068558218,7.11623674094171,120115.068558218
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,6/19/20,20171,57,1316.86163466469,483.60696436844,489.718490399728,303596.216933898,852.140671611188,112.098232207645,14.8064494094526,25.5442074666851,101822.177350658,37.3888582551035,74.8777087674055,48.8505737226387,39.0591799064701,508.239472229513,477.66265923544,690.634624712762,509208.207230714,120331.945731952,8.39190817765299,120331.945731952
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,6/22/20,20174,60,1317.31142270046,483.79942394891,488.389301653894,301679.886781178,859.172073053066,110.052332939074,14.8664339853639,26.6784586112927,100968.364656183,37.8837190681517,74.7985165565413,49.3695598349737,38.398334271924,498.757843268184,487.441121096276,699.941709736454,476464.738492626,124580.512119522,7.22402470289749,124580.512119522
200436,NSFTV49_AUS_Bangladesh_DV85,Bangladesh,DV85,Rice,200436,aus,INDICA,203,3/12/20,6/24/20,20176,62,1316.20523078966,483.465810892553,490.870396377732,300462.631609143,853.504699092573,108.470245405602,14.8691888168539,27.0116304904635,100288.906065582,36.9787418590445,76.9112164556381,48.4360423790833,38.9253167079878,498.914321086224,475.927744954297,699.805911364958,479934.762508657,122983.529008956,8.74115425352885,122983.529008956
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,5/8/20,20129,15,1265,485,610,21134,546,189,22,8,2883,54,47,52,54,563,539,637,7124,1169,43,1169
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,5/11/20,20132,18,1271,485,596,40193,604,173,18,9,5846,52,62,49,47,602,519,597,20989,2446,28,2446
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,5/13/20,20134,20,1278,486,580,65828,650,171,14,9,9380,51,66,46,45,584,532,616,66064,6629,10,6629
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,5/15/20,20136,22,1283,485,568,105428,678,168,11,11,15701,50,70,47,45,588,471,612,167537,13464,7,13464
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,5/18/20,20139,25,1292,483,546,156977,776,165,11,11,26906,48,70,48,41,558,490,641,232141,25152,7,25152
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,5/20/20,20141,27,1301,483,526,207146,902,159,12,13,38336,46,73,43,41,559,492,640,258658,36033,5,36033
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,5/22/20,20143,29,1304,484,519,252156,951,156,11,14,52760,44,75,46,39,558,490,642,346196,58258,6,58258
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,5/27/20,20148,34,1309,482,508,316015,960,152,15,16,84453,40,78,43,38,559,496,641,437949,94440,5,94440
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,5/29/20,20150,36,1314,483,496,357872,963,148,16,17,100470,38,80,42,38,559,495,640,449278,114389,7,114389
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,6/1/20,20153,39,1316,484,492,372147,1000,146,18,18,112269,37,79,41,36,550,492,649,489458,132485,6,132485
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,6/3/20,20155,41,1318,483,487,374317,1000,140,16,19,118885,36,77,41,36,559,492,641,479237,135725,8,135725
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,6/5/20,20157,43,1318.38429626209,483.38416155204,485.739143711286,347377.958778298,981.69943130529,136.044261771458,14.3346413467258,17.2200769565497,116963.366840388,35.9032258064516,82.7828694364516,37.4821850393991,37.097588502579,544.116245233875,499.365302743376,656.119258632739,499306.741092743,136235.312881098,4.59043446013833,136235.312881098
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,6/8/20,20160,46,1317.83367174665,483.630641948323,486.758036374008,339811.276399507,977.089417457942,141.123655879242,14.9981496289042,16.9753946871903,116015.720651049,34.5262609330407,83.4909684158943,35.285174142661,36.5662537078555,548.496420223791,500.756668639075,652.024733076656,483574.112978112,127001.068033787,5.55733228742299,127001.068033787
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,6/10/20,20162,48,1317.86792754698,484.402968932581,487.890573810074,331134.869209863,969.194950134247,140.809511244998,15.3269259352137,17.0606400462376,114411.669377198,34.5116181597848,83.1330072860212,37.1091348885841,36.4464048873041,539.155464752546,495.051368710172,660.990398199577,474729.854997308,135720.950888457,5.41693416867213,135720.950888457
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,6/12/20,20164,50,1317.86591490247,484.251248609245,487.258520278082,332346.477054944,967.028029738264,144.284038734368,16.1885020716239,17.0387810513291,113175.037980258,34.1065204267314,82.3957099885012,35.1237644762315,36.3542973381174,544.172324594054,500.363457313903,656.142649158635,476356.572099183,135952.272120593,5.65678269020195,135952.272120593
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,6/15/20,20167,53,1317.82962392069,483.488006016033,487.616969695448,338995.463181137,969.697736679561,144.656053836992,15.5641695905884,16.2366768518059,111643.168615344,33.1755189382114,80.4377434250819,35.209432072404,35.3033888686073,541.421620746018,496.295857544446,658.755306610701,484298.002156142,134534.071934526,5.56069810811391,134534.071934526
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,6/17/20,20169,55,1318.02930275736,483.514331351935,486.429905928045,334709.019089958,970.37605311126,144.672108746541,16.1947960285663,16.2613724353213,110220.152373457,33.1634823161456,79.7849020470135,35.0243471644211,33.7333895612759,553.132251431971,496.79783919497,647.281274993564,492831.338628474,142810.356644805,4.55089439023283,142810.356644805
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,6/19/20,20171,57,1318.57585702619,483.60696436844,485.581796414496,337408.564587492,968.26759175621,143.904020710239,15.3162519916689,17.1360807589269,109022.13527582,33.5149108006757,82.0698549447338,34.2638422350549,35.2085194167753,546.748951080382,492.06072563687,653.610575923633,492736.690777133,142874.985049265,5.74660545218739,142874.985049265
200437,NSFTV18_AUS_India_BJ 1,India,BJ 1,Rice,200437,aus,INDICA,203,3/12/20,6/22/20,20174,60,1318.1670097021,483.79942394891,486.735643485786,334074.826960969,969.967637388234,142.244218817441,15.3729695043872,16.3896760446191,107173.668009498,33.9374709692447,82.167596682467,34.2596339862169,36.434536359166,547.504682056167,488.728026759336,652.972843848806,467010.950860524,127249.773946512,5.24611838696866,127249.773946512
